Price,Size,Side
27867.46000000,0.00746000,sell
27867.41000000,0.00782000,sell
27867.36000000,0.01595000,sell
27867.34000000,0.00234000,sell
27867.31000000,0.00716000,sell
27867.30000000,0.03708000,sell
27867.3,0.00008832,sell
27867.29000000,0.00294000,sell
27867.18000000,0.00040000,sell
27867.12000000,0.00260000,sell
27867.1,0.00019076,sell
27867.05000000,0.04024000,sell
27867.04000000,0.00040000,sell
27867.00000000,0.03282000,sell
27867,0.00003504,sell
27866.95000000,0.00048000,sell
27866.90000000,0.00037000,sell
27866.9,0.00008991,sell
27866.89000000,0.00206000,sell
27866.84000000,0.00489000,sell
27866.80000000,0.00084000,sell
27866.78000000,0.00197000,sell
27866.67000000,0.00045000,sell
27866.66000000,0.01628000,sell
27866.65000000,0.00297000,sell
27866.64000000,0.00524000,sell
27866.60000000,0.08990000,sell
27866.6,0.00323257,sell
27866.56000000,0.00037000,sell
27866.55000000,0.00244000,sell
27866.51000000,0.00051000,sell
27866.5,0.00406174,sell
27866.45000000,0.00063000,sell
27866.41000000,0.00128000,sell
27866.37000000,0.00214000,sell
27866.35000000,0.00045000,sell
27866.3,0.00004919,sell
27866.27000000,0.00089000,sell
27866.24000000,0.00129000,sell
27866.12000000,0.00048000,sell
27866.10000000,0.00045000,sell
27866.08000000,0.00239000,sell
27866.00000000,0.11930000,sell
27866,0.00026554,sell
27865.98000000,0.00128000,sell
27865.92000000,0.00067000,sell
27865.81000000,0.00081000,sell
27865.80000000,0.00156000,sell
27865.79000000,0.00040000,sell
27865.71000000,0.00078000,sell
27865.7,0.00048212,sell
27865.5,0.00074998,sell
27865.43000000,0.00052000,sell
27865.4,0.00067791,sell
27865.38000000,0.00169000,sell
27865.30000000,0.00088000,sell
27865.3,0.00104785,sell
27865.15000000,0.00045000,sell
27865.14000000,0.00242000,sell
27865.11000000,0.00061000,sell
27865.1,0.00013389,sell
27865.05000000,0.00063000,sell
27865.00000000,0.34676000,sell
27865,1.07383504,sell
27864.97000000,0.00040000,sell
27864.91000000,0.00039000,sell
27864.90000000,7.33582000,sell
27864.86000000,0.00044000,sell
27864.7,0.00017944,sell
27864.64000000,0.00041000,sell
27864.6,0.00507742,sell
27864.59000000,3.12000000,sell
27864.58000000,0.18074000,sell
27864.57000000,0.10800000,sell
27864.55000000,0.00038000,sell
27864.54000000,0.00126000,sell
27864.50000000,0.00403000,sell
27864.5,0.00035559,sell
27864.44000000,0.00125000,sell
27864.42000000,0.00144000,sell
27864.32000000,0.00042000,sell
27864.3,0.0000976,sell
27864.23000000,0.00367000,sell
27864.2,0.00005168,sell
27864.18000000,0.00041000,sell
27864.12000000,0.00061000,sell
27864.1,0.00005065,sell
27864.06000000,0.00117000,sell
27864.04000000,0.00044000,sell
27864.00000000,0.01206000,sell
27864,0.9637144,sell
27863.9,0.00077545,sell
27863.88000000,0.00047000,sell
27863.85000000,0.00101000,sell
27863.83000000,0.00046000,sell
27863.8,0.000253,sell
27863.79000000,0.00038000,sell
27863.7,0.00164851,sell
27863.65000000,0.00039000,sell
27863.63000000,0.00049000,sell
27863.6,0.00807233,sell
27863.54000000,0.00046000,sell
27863.43000000,0.00044000,sell
27863.4,0.00776568,sell
27863.3,0.00002721,sell
27863.28000000,0.00041000,sell
27863.27000000,0.00458000,sell
27863.06000000,0.00039000,sell
27863.00000000,0.00038000,sell
27863,0.00342505,sell
27862.91000000,0.00149000,sell
27862.9,3.24005083,sell
27862.89000000,0.00130000,sell
27862.88000000,0.00463000,sell
27862.84000000,0.06901000,sell
27862.82000000,0.18696000,sell
27862.8,0.00041365,sell
27862.7,0.00097426,sell
27862.62000000,0.00079000,sell
27862.6,0.00089738,sell
27862.5,0.00279498,sell
27862.4,0.0000349,sell
27862.3,0.0001422,sell
27862.2,0.00014455,sell
27862.15000000,0.00041000,sell
27862.1,0.03232131,sell
27862.06000000,0.00102000,sell
27862.00000000,0.00043000,sell
27862,0.00003889,sell
27861.99000000,0.00161000,sell
27861.7,0.00121455,sell
27861.68000000,0.00270000,sell
27861.53000000,0.00040000,sell
27861.40000000,0.03230000,sell
27861.4,0.00380232,sell
27861.3,0.00001056,sell
27861.21000000,0.00197000,sell
27861.2,0.00118807,sell
27861.12000000,0.00777000,sell
27860.8,0.00179463,sell
27860.72000000,0.00762000,sell
27860.6,0.00001035,sell
27860.51000000,0.00412000,sell
27860.46000000,0.00039000,sell
27860.4,1.09023863,sell
27860.25000000,0.00100000,sell
27860.20000000,0.00070000,sell
27860.2,0.10929362,sell
27860.1,0.00001036,sell
27860.03000000,0.00128000,sell
27860.00000000,0.03377000,sell
27860,0.16418851,sell
27859.98000000,3.58834000,sell
27859.93000000,0.00058000,sell
27859.84000000,0.00051000,sell
27859.8,0.05786711,sell
27859.79000000,0.07179000,sell
27859.78000000,0.04313000,sell
27859.6,0.00008587,sell
27859.50000000,0.00358000,sell
27859.5,0.00011953,sell
27859.41000000,0.00135000,sell
27859.4,0.00010562,sell
27859.3,4.63376661,sell
