price,size,exchange
76223.13,9e-05,Binance
76223.09,0.00022,Binance
76223.07,0.00026,Binance
76223.02,7e-05,Binance
76223.01,0.0002,Binance
76223.0,0.00196,Binance
76222.98,8e-05,Binance
76222.97,0.014,Binance
76222.86,7e-05,Binance
76222.64,0.09298,Binance
76222.58,0.00033,Binance
76222.29,0.0013,Binance
76222.24,0.00013,Binance
76222.22,0.01629,Binance
76222.21,0.00096,Binance
76222.2,0.00026,Binance
76222.14,0.02072,Binance
76222.09,0.09398,Binance
76222.08,0.09997,Binance
76222.06,0.09398,Binance
76222.05,0.09998,Binance
76222.0,0.03757,Binance
76221.95,0.0001,Binance
76221.88,0.0001,Binance
76221.74,0.10098,Binance
76221.6,0.09998,Binance
76221.59,0.09498,Binance
76221.43,0.00026,Binance
76221.33,0.00015,Binance
76221.26,0.03143,Binance
76221.21,8e-05,Binance
