price,size,exchange
76221.19,9e-05,Binance
76221.16,0.00099,Binance
76221.05,0.09298,Binance
76221.0,0.01393,Binance
76220.99,0.0003,Binance
76220.65,0.00405,Binance
76220.51,8e-05,Binance
76220.39,0.10098,Binance
76220.34,0.10098,Binance
76220.24,0.09997,Binance
76220.2,0.03143,Binance
76220.14,0.00023,Binance
76220.12,0.10098,Binance
76220.01,0.01199,Binance
76220.0,0.1926,Binance
76219.99,0.10144,Binance
76219.92,0.0001,Binance
76219.9,0.10493,Binance
76219.88,0.00066,Binance
76219.81,0.00054,Binance
76219.67,0.0916,Binance
76219.6,0.585,Binance
76219.57,0.09398,Binance
76219.51,0.00018,Binance
76219.47,0.00017,Binance
76219.43,0.09998,Binance
76219.22,0.0001,Binance
76219.21,7e-05,Binance
76219.13,0.09997,Binance
76218.95,0.07598,Binance
76218.82,9e-05,Binance
76218.72,0.06198,Binance
76218.71,0.0001,Binance
76218.63,0.10098,Binance
76218.6,0.0052,Binance
76218.59,0.10382,Binance
76218.56,0.00152,Binance
76218.55,0.10098,Binance
76218.47,0.00011,Binance
76218.33,0.0001,Binance
76218.27,7e-05,Binance
76218.05,0.00015,Binance
76218.0,0.10181,Binance
76217.88,0.12,Binance
76217.82,0.19996,Binance
76217.79,0.00032,Binance
76217.72,0.10098,Binance
76217.68,0.12,Binance
76217.65,9e-05,Binance
76217.6,0.06098,Binance
76217.57,0.06898,Binance
76217.5,2.247,Binance
76217.39,0.00016,Binance
