price,size,exchange
76502.01,0.00228,Binance
76502.05,0.00048,Binance
76502.32,0.0001,Binance
76503.38,0.11397,Binance
76503.59,9e-05,Binance
76504.0,0.00041,Binance
76504.18,0.11345,Binance
76504.8,7e-05,Binance
76505.0,0.00026,Binance
76505.14,0.00029,Binance
76505.29,0.00024,Binance
76505.52,0.11397,Binance
76505.68,0.00156,Binance
76505.72,8e-05,Binance
76505.77,0.002,Binance
76505.95,0.01,Binance
76506.31,0.00048,Binance
76506.38,0.01159,Binance
76506.76,0.11297,Binance
76507.05,0.11457,Binance
76507.19,9e-05,Binance
76507.32,0.00125,Binance
76507.73,0.22794,Binance
76507.9,0.00011,Binance
76507.99,0.00065,Binance
76508.02,0.03276,Binance
76508.05,0.00021,Binance
76508.2,0.00021,Binance
76508.37,0.0001,Binance
76508.43,0.11297,Binance
76508.47,0.00048,Binance
76508.92,0.01,Binance
76509.01,0.00032,Binance
76509.09,0.00011,Binance
76509.21,0.22794,Binance
76509.22,0.11297,Binance
76509.37,0.11297,Binance
76509.96,0.00028,Binance
76510.0,0.00322,Binance
76510.21,0.00044,Binance
76510.34,0.11297,Binance
76510.56,0.00027,Binance
76510.85,0.22594,Binance
76510.99,0.00048,Binance
76511.07,0.02642,Binance
76511.15,0.014,Binance
76511.16,0.014,Binance
76511.2,0.014,Binance
76511.36,0.014,Binance
76511.37,0.014,Binance
76511.43,0.014,Binance
76511.46,0.12697,Binance
